,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
1113,male,20.0,3rd,S,England,392092.0,8.01,0.0,0.0,no
1114,male,40.0,3rd,S,Bosnia,349251.0,7.1711,0.0,0.0,no
1115,male,21.0,3rd,S,United States,3101280.0,7.1806,0.0,0.0,no
1116,female,18.0,3rd,S,Finland,3101265.0,6.0911,0.0,0.0,yes
1117,male,59.0,2nd,S,Sweden,237442.0,13.1,0.0,0.0,no
1118,male,5.0,3rd,S,United States,347088.0,27.18,3.0,2.0,no
1119,male,11.0,3rd,S,United States,347088.0,27.18,3.0,2.0,no
1120,female,9.0,3rd,S,United States,347088.0,27.18,3.0,2.0,no
1121,female,2.0,3rd,S,United States,347088.0,27.18,3.0,2.0,no
1122,female,43.0,3rd,S,Sweden,347088.0,27.18,1.0,4.0,no
1123,male,40.0,3rd,S,Sweden,347088.0,27.18,1.0,4.0,no
1124,male,42.0,3rd,S,Unknown,349214.0,7.1711,0.0,0.0,no
1125,female,30.0,2nd,Q,Canada,234818.0,12.07,0.0,0.0,yes
1126,male,35.0,2nd,S,England,28206.0,10.1,0.0,0.0,no
1127,male,20.0,3rd,S,England,392086.0,8.01,0.0,0.0,no
1128,male,28.0,1st,S,United States,113788.0,35.1,0.0,0.0,yes
1129,male,56.0,1st,S,England,113792.0,26.11,0.0,0.0,no
1130,male,37.0,3rd,S,Croatia,315037.0,8.1303,0.0,0.0,no
1131,female,49.0,2nd,S,England,31418.0,13.0,0.0,0.0,yes
1132,male,56.0,1st,C,France,17764.0,30.1311,0.0,0.0,no
1133,male,24.0,1st,C,United States,13695.0,60.0,1.0,0.0,no
1134,male,57.0,1st,S,England,113056.0,26.0,0.0,0.0,no
1135,female,18.0,1st,C,United States,13695.0,60.0,1.0,0.0,yes
1136,female,18.0,3rd,Q,Ireland,335432.0,7.1408,0.0,0.0,yes
1137,male,27.0,3rd,Q,Ireland,384461.0,7.15,0.0,0.0,no
1138,male,24.0,1st,S,United States,21228.0,82.0504,1.0,0.0,yes
1139,female,23.0,1st,S,United States,21228.0,82.0504,1.0,0.0,yes
1140,male,25.0,2nd,S,England,29178.0,13.0,0.0,0.0,no
1141,male,19.0,3rd,S,Norway,348124.0,7.13,0.0,0.0,no
1142,male,31.0,3rd,S,England,18509.0,8.01,0.0,0.0,no
1143,male,23.0,3rd,S,England,3236.0,8.01,0.0,0.0,no
1144,male,6.0,1st,C,United States,16966.0,134.1,0.0,2.0,yes
1145,male,45.0,1st,C,United States,16966.0,134.1,1.0,1.0,yes
1146,female,39.0,1st,C,United States,16966.0,134.1,1.0,1.0,yes
1147,female,48.0,1st,C,United States,17569.0,146.1005,1.0,0.0,yes
1148,male,57.0,1st,C,United States,17569.0,146.1005,1.0,0.0,no
1149,male,31.0,3rd,S,England,369943.0,8.01,0.0,0.0,no
1150,male,32.0,1st,S,Switzerland,13214.0,30.1,0.0,0.0,yes
1151,male,23.0,3rd,S,Bulgaria,349208.0,7.1711,0.0,0.0,no
1152,male,33.0,3rd,C,Croatia,349239.0,8.1309,0.0,0.0,no
1153,female,24.0,3rd,S,England,2314.0,7.11,0.0,0.0,yes
1154,male,22.0,3rd,S,England,45380.0,8.01,0.0,0.0,no
1155,male,42.0,2nd,C,United States,237734.0,15.0,0.0,0.0,no
1156,male,62.0,1st,S,England,113514.0,26.11,0.0,0.0,no
1157,male,54.0,1st,C,United States,11778.0,55.081,1.0,0.0,yes
1158,female,43.0,1st,C,Ireland,11778.0,55.081,1.0,0.0,yes
1159,female,52.0,1st,C,United States,36947.0,78.0504,1.0,0.0,yes
1160,male,64.0,1st,C,United States,17605.0,27.1405,0.0,0.0,no
1161,male,24.0,2nd,S,England,13540.0,10.1,0.0,0.0,no
1162,female,61.0,1st,S,United States,113572.0,80.0,0.0,0.0,yes
1163,male,59.0,3rd,S,England,370160.0,,0.0,0.0,no
1164,male,19.0,3rd,S,Bulgaria,349205.0,7.1711,0.0,0.0,no
1165,female,22.0,3rd,S,Finland,7553.0,9.1609,0.0,0.0,no
1166,male,30.0,3rd,S,Finland,3101288.0,7.1806,0.0,0.0,yes
1167,male,67.0,1st,S,United States,17483.0,221.1507,1.0,0.0,no
1168,female,63.0,1st,S,Germany,17483.0,221.1507,1.0,0.0,no
1169,male,27.0,3rd,S,Croatia,315083.0,8.1303,0.0,0.0,no
1170,female,2.0,3rd,S,United States,347054.0,10.0903,0.0,1.0,no
1171,female,29.0,3rd,S,Sweden,347054.0,10.0903,1.0,1.0,no
1172,male,20.0,3rd,S,England,392089.0,8.01,0.0,0.0,yes
1173,male,44.0,3rd,S,Finland,3101269.0,7.1806,0.0,0.0,yes
1174,male,25.0,3rd,S,England,392076.0,7.01,0.0,0.0,no
1175,male,61.0,1st,S,England,36963.0,32.0605,0.0,0.0,no
1176,male,74.0,3rd,S,Sweden,347060.0,7.1506,0.0,0.0,no
1177,male,14.0,3rd,S,Sweden,7538.0,9.0406,0.0,0.0,yes
1178,male,24.0,3rd,S,Sweden,350035.0,7.1511,0.0,0.0,no
1179,male,19.0,2nd,S,England,248734.0,13.0,0.0,0.0,no
1180,male,14.0,2nd,S,England,220845.0,65.0,0.0,0.0,no
1181,female,46.0,1st,S,United States,17466.0,25.1807,0.0,0.0,yes
1182,male,0.41666666700000005,3rd,C,Lebanon,2625.0,8.1004,0.0,1.0,yes
1183,male,30.0,3rd,C,Lebanon,2621.0,6.0809,1.0,0.0,no
1184,female,16.0,3rd,C,Lebanon,2625.0,8.1004,1.0,1.0,yes
1185,female,18.0,1st,S,United States,110413.0,79.13,0.0,2.0,yes
1186,male,52.0,1st,S,United States,110413.0,79.13,1.0,1.0,no
1187,female,39.0,1st,S,United States,110413.0,79.13,1.0,1.0,yes
1188,male,48.0,1st,S,United States,19996.0,52.0,1.0,0.0,yes
1189,male,40.0,2nd,S,England,250654.0,,,,no
1190,female,49.0,1st,S,United States,19996.0,52.0,1.0,0.0,yes
1191,male,25.0,3rd,S,Sweden,350033.0,7.1511,0.0,0.0,yes
1192,male,49.0,1st,C,United States,17421.0,110.1708,1.0,1.0,no
1193,male,17.0,1st,C,United States,17421.0,110.1708,0.0,2.0,yes
1194,female,39.0,1st,C,United States,17421.0,110.1708,1.0,1.0,yes
1195,male,34.0,3rd,S,England,363294.0,8.01,0.0,0.0,no
1196,male,34.0,3rd,C,Unknown,2681.0,6.0809,0.0,0.0,no
1197,male,16.0,3rd,C,Unknown,2684.0,7.0406,0.0,0.0,no
1198,male,37.0,3rd,S,Scotland,32302.0,8.01,0.0,0.0,no
1199,female,38.0,1st,C,United States,17585.0,80.0,0.0,0.0,yes
1200,male,37.0,3rd,S,England,376564.0,16.02,1.0,0.0,no
1201,female,33.0,3rd,S,England,376564.0,16.02,1.0,0.0,yes
1202,male,32.0,3rd,S,Finland,3101293.0,7.1806,0.0,0.0,no
1203,male,20.0,3rd,Q,Ireland,383121.0,7.15,0.0,0.0,no
1204,male,23.0,3rd,S,Bulgaria,349216.0,7.1711,0.0,0.0,no
1205,male,22.0,3rd,S,England,364499.0,8.01,0.0,0.0,no
1206,female,48.0,2nd,S,Ireland,13531.0,10.1,0.0,0.0,yes
1207,male,41.0,3rd,S,England,364511.0,8.01,0.0,0.0,no
1208,male,20.0,3rd,C,Lebanon,2673.0,7.0407,0.0,0.0,no
1209,male,26.0,3rd,S,Sweden,,,0.0,0.0,yes
1210,male,25.0,3rd,S,Bulgaria,349203.0,7.1711,0.0,0.0,no
1211,male,23.0,2nd,S,England,233639.0,13.0,0.0,0.0,no
1212,female,27.0,2nd,S,Scotland,240929.0,12.13,0.0,0.0,yes
1213,female,27.0,2nd,S,England,34218.0,10.1,0.0,0.0,yes
1214,male,31.0,1st,C,United States,2543.0,28.1009,0.0,0.0,yes
1215,male,8.0,3rd,C,Lebanon,2650.0,15.0411,1.0,1.0,yes
1216,female,9.0,3rd,C,Lebanon,2650.0,15.0411,1.0,1.0,yes
1217,female,27.0,3rd,C,Lebanon,2650.0,15.0411,0.0,2.0,yes
1218,male,36.0,3rd,S,Croatia,349247.0,7.1711,0.0,0.0,no
1219,female,18.0,3rd,S,Finland,4138.0,9.161,0.0,0.0,yes
1220,female,63.0,3rd,S,Finland,4134.0,9.1109,0.0,0.0,yes
1221,female,26.0,2nd,S,England,11668.0,21.0,1.0,0.0,no
1222,male,29.0,2nd,S,England,11668.0,21.0,1.0,0.0,no
1223,male,39.0,1st,C,Mexico,17601.0,27.1405,0.0,0.0,no
1224,male,10.0,3rd,S,England,851.0,14.1,1.0,1.0,no
1225,male,9.0,3rd,S,England,851.0,14.1,1.0,1.0,no
1226,male,35.0,3rd,S,England,851.0,14.1,0.0,2.0,no
1227,male,28.0,3rd,S,Belgium,345783.0,9.1,0.0,0.0,no
1228,male,46.0,3rd,S,Belgium,345765.0,9.0,0.0,0.0,no
1229,male,61.0,1st,S,United States,111240.0,33.1,0.0,0.0,no
1230,female,18.0,3rd,S,Belgium,345764.0,18.0,2.0,0.0,no
1231,male,31.0,3rd,S,Belgium,345763.0,18.0,3.0,0.0,no
1232,male,15.0,3rd,S,Belgium,345763.0,18.0,2.0,0.0,no
1233,female,31.0,3rd,S,Belgium,345763.0,18.0,1.0,0.0,no
1234,male,35.0,3rd,S,Belgium,345780.0,9.1,0.0,0.0,no
1235,male,28.0,3rd,S,Belgium,345770.0,9.1,0.0,0.0,no
1236,female,10.0,3rd,S,Belgium,345773.0,24.03,0.0,2.0,no
1237,male,36.0,3rd,S,Belgium,345773.0,24.03,1.0,1.0,no
1238,female,30.0,3rd,S,Belgium,345773.0,24.03,1.0,1.0,no
1239,male,23.0,3rd,S,Belgium,345777.0,9.1,0.0,0.0,no
1240,male,22.0,3rd,C,Turkey,2658.0,7.0406,0.0,0.0,yes
1241,male,40.0,2nd,S,United States,28221.0,13.0,0.0,0.0,no
1242,male,20.0,3rd,S,Sweden,350416.0,7.1701,0.0,0.0,no
1243,female,14.0,3rd,S,Sweden,350406.0,7.1701,0.0,0.0,no
1244,male,21.0,3rd,S,Slovenia,349252.0,7.1711,0.0,0.0,no
1245,male,22.0,3rd,S,Belgium,345767.0,9.0,0.0,0.0,no
1246,male,48.0,1st,S,United States,36967.0,34.0,0.0,0.0,no
1247,female,36.0,2nd,S,England,13528.0,21.0,0.0,0.0,yes
1248,female,37.0,1st,C,Unknown,17755.0,512.0607,0.0,0.0,yes
1249,male,35.0,3rd,S,England,359309.0,8.01,0.0,0.0,no
1250,male,47.0,2nd,S,England,31352.0,21.0,1.0,0.0,no
1251,female,32.0,2nd,S,England,31352.0,21.0,0.0,0.0,yes
1252,male,23.0,2nd,S,England,28666.0,10.1,1.0,0.0,no
1253,male,31.0,3rd,S,England,49867.0,7.11,0.0,0.0,no
1254,male,63.0,1st,C,United States,110813.0,75.05,1.0,0.0,no
1255,female,60.0,1st,C,England,110813.0,75.05,1.0,0.0,yes
1256,male,19.0,2nd,B,Northern Ireland,239856.0,,0.0,0.0,no
1257,female,12.0,2nd,S,Scotland,33595.0,15.15,0.0,0.0,yes
1258,female,40.0,2nd,S,Scotland,33595.0,15.15,0.0,0.0,yes
1259,male,23.0,3rd,C,Lebanon,2647.0,7.0406,0.0,0.0,no
1260,female,37.0,2nd,S,England,27267.0,13.0,0.0,0.0,yes
1261,male,66.0,3rd,S,England,3101316.0,8.01,0.0,0.0,no
1262,male,59.0,1st,S,United States,113800.0,26.11,0.0,0.0,no
1263,male,37.0,2nd,S,Hungary,228414.0,26.0,1.0,0.0,no
1264,female,37.0,2nd,S,England,228414.0,26.0,1.0,0.0,yes
1265,male,2.0,2nd,S,England,29103.0,23.0,1.0,1.0,yes
1266,female,4.0,2nd,S,England,29103.0,23.0,1.0,1.0,yes
1267,female,29.0,2nd,S,England,29103.0,23.0,0.0,2.0,yes
1268,male,27.0,3rd,S,Sweden,350043.0,7.1511,0.0,0.0,yes
1269,female,0.833333333,2nd,S,England,34651.0,27.15,1.0,2.0,yes
1270,female,4.0,2nd,S,England,34651.0,27.15,1.0,2.0,yes
1271,male,36.0,2nd,S,England,34651.0,27.15,1.0,2.0,no
1272,female,33.0,2nd,S,England,34651.0,27.15,1.0,2.0,yes
1273,male,65.0,2nd,S,England,24579.0,10.1,0.0,0.0,no
1274,male,26.0,2nd,S,England,2159.0,12.1706,0.0,0.0,no
1275,male,31.0,2nd,S,England,244270.0,13.0,0.0,0.0,yes
1276,male,54.0,1st,S,United States,35281.0,77.0509,0.0,1.0,no
1277,male,21.0,1st,S,United States,35281.0,77.0509,0.0,1.0,no
1278,female,55.0,1st,C,Unknown,17760.0,135.1208,0.0,0.0,yes
1279,male,57.0,1st,S,United States,36928.0,164.1704,1.0,1.0,no
1280,female,31.0,1st,S,United States,36928.0,164.1704,0.0,2.0,yes
1281,female,45.0,1st,S,United States,36928.0,164.1704,1.0,1.0,yes
1282,male,51.0,3rd,S,Sweden,347064.0,7.15,0.0,0.0,no
1283,male,50.0,1st,S,United States,113503.0,211.1,1.0,1.0,no
1284,male,27.0,1st,S,United States,113503.0,211.1,0.0,2.0,no
1285,female,50.0,1st,S,United States,113503.0,211.1,1.0,1.0,yes
1286,male,18.0,3rd,S,Finland,3101267.0,6.0911,1.0,0.0,no
1287,male,21.0,3rd,S,Finland,3101266.0,6.0911,1.0,0.0,no
1288,female,47.0,3rd,S,England,363272.0,7.0,1.0,0.0,yes
1289,female,30.0,2nd,S,England,2926.0,26.0,1.0,0.0,yes
1290,female,21.0,1st,S,United States,113795.0,26.11,0.0,0.0,yes
1291,male,37.0,3rd,C,Unknown,3410.0,8.1403,0.0,0.0,no
1292,male,21.0,3rd,S,Wales,751.0,7.11,0.0,0.0,no
1293,male,51.0,1st,C,Switzerland,17597.0,61.0707,0.0,1.0,no
1294,male,23.0,2nd,S,England,244373.0,13.0,0.0,0.0,yes
1295,male,43.0,1st,S,United States,113510.0,35.0,0.0,0.0,no
1296,male,28.0,3rd,S,England,2466.0,8.01,0.0,0.0,no
1297,male,28.0,3rd,S,Wales,54636.0,16.02,0.0,0.0,no
1298,male,21.0,1st,C,Switzerland,17597.0,61.0707,0.0,1.0,yes
1299,female,31.0,1st,C,Unknown,16966.0,134.1,0.0,0.0,yes
1300,male,21.0,3rd,S,South Africa,3101317.0,7.05,0.0,0.0,no
1301,male,17.0,3rd,S,Switzerland,315154.0,8.1303,0.0,0.0,no
1302,male,54.0,3rd,S,England,34244.0,7.05,0.0,0.0,no
1303,male,36.0,3rd,S,Belgium,345771.0,9.1,0.0,0.0,no
1304,male,32.0,2nd,S,England,250654.0,,,,no
1305,male,46.0,1st,S,England,19947.0,35.1,0.0,0.0,yes
1306,female,26.0,2nd,S,England,220844.0,13.1,0.0,0.0,yes
1307,male,62.0,1st,S,Canada,113807.0,26.11,0.0,0.0,no
1308,male,27.0,3rd,C,Lebanon,2659.0,14.0901,1.0,0.0,no
1309,female,15.0,3rd,C,Lebanon,2659.0,14.0901,1.0,0.0,yes
1310,female,36.0,1st,C,United States,17760.0,135.1208,0.0,0.0,yes
1311,male,26.0,3rd,C,Lebanon,2685.0,7.0406,0.0,0.0,no
1312,male,45.0,3rd,C,Lebanon,2628.0,7.0407,0.0,0.0,no
1313,female,23.0,3rd,C,Lebanon,2668.0,22.0702,0.0,2.0,yes
1314,female,24.0,2nd,S,France,248747.0,13.0,0.0,0.0,no
1315,male,22.0,3rd,C,Turkey,2656.0,7.0406,0.0,0.0,no
1316,male,27.0,3rd,C,Turkey,2670.0,7.0406,0.0,0.0,no
1317,male,25.0,3rd,C,Lebanon,2620.0,7.0406,0.0,0.0,yes
1318,male,29.0,3rd,S,Germany,315082.0,7.1706,0.0,0.0,no
1319,male,21.0,crew,S,England,,,,,no
1320,male,34.0,crew,S,England,,,,,no
1321,male,26.0,crew,S,England,,,,,no
1322,male,20.0,crew,S,Channel Islands,,,,,no
1323,male,31.0,crew,S,England,,,,,no
1324,male,37.0,crew,S,England,,,,,no
1325,male,22.0,crew,S,England,,,,,no
1326,male,24.0,crew,S,England,,,,,yes
1327,male,17.0,crew,S,England,,,,,no
1328,male,26.0,crew,S,England,,,,,no
1329,male,30.0,crew,S,England,,,,,no
1330,male,36.0,crew,S,England,,,,,no
1331,male,36.0,crew,B,England,,,,,no
1332,male,41.0,crew,B,England,,,,,no
1333,male,40.0,crew,S,England,,,,,yes
1334,male,48.0,crew,S,England,,,,,no
1335,male,19.0,crew,S,England,,,,,yes
1336,male,35.0,crew,S,England,,,,,yes
1337,male,26.0,crew,S,England,,,,,no
1338,male,41.0,crew,S,Ireland,,,,,no
1339,male,26.0,crew,S,England,,,,,no
1340,male,21.0,crew,S,England,,,,,yes
1341,male,23.0,crew,S,England,,,,,no
1342,male,37.0,crew,B,England,,,,,no
1343,male,28.0,crew,S,England,,,,,yes
1344,male,33.0,crew,S,England,,,,,no
1345,male,36.0,crew,B,England,,,,,no
1346,male,46.0,crew,S,Wales,,,,,no
1347,male,46.0,crew,S,England,,,,,yes
1348,male,24.0,crew,S,England,,,,,no
1349,male,19.0,crew,S,England,,,,,yes
1350,male,24.0,crew,S,England,,,,,no
1351,male,34.0,crew,S,England,,,,,no
1352,male,19.0,crew,S,England,,,,,no
1353,male,41.0,crew,S,England,,,,,no
1354,male,42.0,crew,B,England,,,,,no
1355,male,30.0,crew,S,England,,,,,no
1356,male,36.0,crew,S,England,,,,,no
1357,male,29.0,crew,S,England,,,,,no
1358,male,40.0,crew,S,England,,,,,no
1359,male,40.0,crew,S,England,,,,,no
1360,male,16.0,crew,S,England,,,,,no
1361,male,28.0,crew,S,England,,,,,yes
1362,male,33.0,crew,S,England,,,,,no
1363,male,34.0,crew,B,England,,,,,no
1364,male,36.0,crew,S,England,,,,,no
1365,male,32.0,crew,S,England,,,,,no
1366,male,26.0,crew,S,England,,,,,no
1367,male,27.0,crew,S,England,,,,,no
1368,male,53.0,crew,S,England,,,,,no
1369,male,55.0,crew,S,Scotland,,,,,no
1370,male,33.0,crew,S,England,,,,,no
1371,male,35.0,crew,B,Northern Ireland,,,,,no
1372,male,24.0,crew,S,England,,,,,yes
1373,male,31.0,crew,S,England,,,,,no
1374,male,35.0,crew,S,England,,,,,no
1375,male,19.0,crew,S,England,,,,,no
1376,male,51.0,crew,B,England,,,,,no
1377,male,24.0,crew,S,England,,,,,no
1378,male,30.0,crew,S,England,,,,,no
1379,male,30.0,crew,S,England,,,,,no
1380,female,33.0,crew,S,England,,,,,yes
1381,male,47.0,crew,S,England,,,,,no
1382,male,22.0,crew,S,England,,,,,no
1383,male,31.0,crew,S,England,,,,,no
1384,male,39.0,crew,S,England,,,,,no
1385,male,40.0,crew,B,England,,,,,no
1386,male,26.0,crew,S,England,,,,,no
1387,male,22.0,crew,S,England,,,,,no
1388,male,31.0,crew,S,England,,,,,no
1389,male,28.0,crew,S,England,,,,,no
1390,male,20.0,crew,S,England,,,,,no
1391,male,20.0,crew,S,England,,,,,no
1392,male,20.0,crew,S,England,,,,,yes
1393,male,34.0,crew,B,England,,,,,no
1394,male,23.0,crew,S,England,,,,,no
1395,male,28.0,crew,S,England,,,,,no
1396,male,41.0,crew,S,England,,,,,no
1397,male,23.0,crew,S,England,,,,,yes
1398,male,26.0,crew,B,England,,,,,no
1399,male,37.0,crew,S,England,,,,,no
1400,male,32.0,crew,S,Northern Ireland,,,,,no
1401,male,22.0,crew,S,England,,,,,no
1402,female,45.0,crew,S,Switzerland,,,,,yes
1403,male,26.0,crew,S,England,,,,,no
1404,male,30.0,crew,S,England,,,,,no
1405,male,43.0,crew,S,England,,,,,no
1406,male,59.0,crew,S,Scotland,,,,,no
1407,male,27.0,crew,S,England,,,,,no
1408,male,40.0,crew,B,England,,,,,no
1409,male,38.0,crew,S,England,,,,,no
1410,male,33.0,crew,B,England,,,,,no
1411,male,46.0,crew,S,England,,,,,no
1412,male,24.0,crew,S,England,,,,,no
1413,female,31.0,crew,S,England,,,,,yes
1414,male,28.0,crew,B,England,,,,,yes
1415,male,37.0,crew,S,England,,,,,no
1416,male,36.0,crew,B,England,,,,,no
1417,male,39.0,crew,S,England,,,,,no
1418,male,29.0,crew,S,England,,,,,no
1419,male,43.0,crew,S,England,,,,,no
1420,male,30.0,crew,S,England,,,,,no
1421,male,52.0,crew,B,England,,,,,no
1422,male,34.0,crew,S,England,,,,,no
1423,male,43.0,crew,S,England,,,,,yes
1424,male,22.0,crew,B,England,,,,,yes
1425,male,42.0,crew,B,England,,,,,yes
1426,male,38.0,crew,S,Unknown,,,,,no
1427,male,31.0,crew,S,England,,,,,no
1428,male,28.0,crew,S,England,,,,,no
1429,male,25.0,crew,S,England,,,,,no
1430,male,31.0,crew,S,England,,,,,no
1431,male,33.0,crew,B,England,,,,,no
1432,male,34.0,crew,B,Wales,,,,,yes
1433,male,28.0,crew,S,Wales,,,,,no
1434,male,25.0,crew,S,England,,,,,no
1435,male,41.0,crew,B,England,,,,,no
1436,male,34.0,crew,S,England,,,,,no
1437,male,26.0,crew,S,England,,,,,yes
1438,male,22.0,crew,S,England,,,,,no
1439,male,37.0,crew,S,England,,,,,no
1440,male,21.0,crew,B,England,,,,,no
1441,male,18.0,crew,S,England,,,,,yes
1442,male,30.0,crew,B,England,,,,,no
1443,male,31.0,crew,B,Ireland,,,,,yes
1444,male,20.0,crew,S,England,,,,,yes
1445,male,29.0,crew,S,England,,,,,no
1446,male,35.0,crew,S,England,,,,,no
1447,male,35.0,crew,S,England,,,,,no
1448,male,23.0,crew,S,England,,,,,no
1449,male,22.0,crew,S,England,,,,,no
1450,male,31.0,crew,S,England,,,,,no
1451,male,45.0,crew,S,England,,,,,no
1452,male,30.0,crew,B,Northern Ireland,,,,,no
1453,male,25.0,crew,S,Australia,,,,,no
1454,male,40.0,crew,S,England,,,,,no
1455,male,31.0,crew,S,England,,,,,no
1456,male,27.0,crew,S,England,,,,,no
1457,male,46.0,crew,S,England,,,,,no
1458,male,33.0,crew,B,England,,,,,no
1459,male,32.0,crew,S,Italy,,,,,no
1460,male,44.0,crew,S,England,,,,,no
1461,male,34.0,crew,S,England,,,,,no
1462,male,37.0,crew,S,England,,,,,no
1463,female,33.0,crew,S,England,,,,,yes
1464,male,28.0,crew,S,England,,,,,no
1465,male,22.0,crew,S,England,,,,,yes
1466,male,39.0,crew,B,England,,,,,no
1467,male,21.0,crew,S,England,,,,,no
1468,male,25.0,crew,S,England,,,,,no
1469,male,32.0,crew,S,England,,,,,yes
1470,male,25.0,crew,S,England,,,,,no
1471,male,25.0,crew,S,England,,,,,no
1472,male,28.0,crew,B,England,,,,,no
1473,male,37.0,crew,B,England,,,,,no
1474,male,29.0,crew,S,England,,,,,no
1475,male,50.0,crew,S,England,,,,,no
1476,male,25.0,crew,S,England,,,,,no
1477,male,34.0,crew,S,England,,,,,no
1478,male,40.0,crew,S,Ireland,,,,,yes
1479,male,33.0,crew,S,England,,,,,yes
1480,male,31.0,crew,S,England,,,,,no
1481,male,22.0,crew,S,England,,,,,no
1482,male,29.0,crew,S,England,,,,,no
1483,male,58.0,crew,B,Ireland,,,,,no
1484,male,33.0,crew,S,England,,,,,yes
1485,male,17.0,crew,S,Northern Ireland,,,,,yes
1486,male,38.0,crew,S,England,,,,,yes
1487,male,34.0,crew,S,England,,,,,yes
1488,male,25.0,crew,B,England,,,,,no
1489,male,32.0,crew,S,England,,,,,no
1490,male,45.0,crew,S,England,,,,,no
1491,male,26.0,crew,S,England,,,,,no
1492,male,26.0,crew,S,England,,,,,no
1493,male,28.0,crew,S,England,,,,,no
1494,male,27.0,crew,S,England,,,,,no
1495,male,33.0,crew,S,England,,,,,no
1496,male,19.0,crew,S,England,,,,,no
1497,male,36.0,crew,S,England,,,,,no
1498,male,28.0,crew,S,England,,,,,no
1499,male,49.0,crew,S,England,,,,,no
1500,male,30.0,crew,S,England,,,,,yes
1501,male,28.0,crew,S,France,,,,,no
1502,male,30.0,crew,S,England,,,,,no
1503,male,27.0,crew,B,England,,,,,no
1504,male,23.0,crew,S,England,,,,,no
1505,male,20.0,crew,S,England,,,,,yes
1506,male,43.0,crew,B,England,,,,,yes
1507,male,45.0,crew,B,England,,,,,no
1508,male,21.0,crew,S,England,,,,,yes
1509,male,33.0,crew,S,England,,,,,no
1510,male,39.0,crew,B,England,,,,,no
1511,male,45.0,crew,S,England,,,,,no
1512,male,44.0,crew,S,England,,,,,no
1513,male,17.0,crew,S,England,,,,,no
1514,male,30.0,crew,S,England,,,,,yes
1515,male,35.0,crew,B,England,,,,,no
1516,male,49.0,crew,B,England,,,,,yes
1517,male,38.0,crew,B,Scotland,,,,,yes
1518,male,35.0,crew,S,England,,,,,no
1519,male,26.0,crew,S,England,,,,,no
1520,male,18.0,crew,S,England,,,,,yes
1521,male,18.0,crew,S,England,,,,,no
1522,male,32.0,crew,B,England,,,,,no
1523,male,26.0,crew,B,Wales,,,,,no
1524,male,33.0,crew,S,England,,,,,no
1525,male,29.0,crew,B,England,,,,,no
1526,male,39.0,crew,S,England,,,,,no
1527,male,23.0,crew,S,England,,,,,no
1528,male,19.0,crew,S,England,,,,,no
1529,male,18.0,crew,S,England,,,,,no
1530,male,35.0,crew,B,England,,,,,no
1531,male,20.0,crew,S,England,,,,,no
1532,male,29.0,crew,B,England,,,,,no
1533,male,38.0,crew,S,England,,,,,no
1534,male,20.0,crew,S,England,,,,,no
1535,male,27.0,crew,S,England,,,,,yes
1536,male,37.0,crew,S,England,,,,,no
1537,male,30.0,crew,S,England,,,,,yes
1538,male,34.0,crew,S,England,,,,,yes
1539,male,49.0,crew,S,England,,,,,no
1540,male,39.0,crew,B,England,,,,,no
1541,male,44.0,crew,B,England,,,,,no
1542,male,27.0,crew,S,Guyana,,,,,no
1543,male,22.0,crew,S,England,,,,,yes
1544,male,39.0,crew,B,England,,,,,no
1545,male,17.0,crew,S,Italy,,,,,no
1546,male,35.0,crew,B,England,,,,,no
1547,male,23.0,crew,S,England,,,,,yes
1548,male,20.0,crew,S,England,,,,,no
1549,male,22.0,crew,S,England,,,,,no
1550,male,27.0,crew,S,England,,,,,no
1551,male,36.0,crew,B,Ireland,,,,,no
1552,male,48.0,crew,S,England,,,,,no
1553,male,38.0,crew,S,England,,,,,no
1554,male,24.0,crew,B,India,,,,,no
1555,male,33.0,crew,S,England,,,,,no
1556,male,41.0,crew,S,England,,,,,yes
1557,male,22.0,crew,S,England,,,,,no
1558,male,44.0,crew,S,England,,,,,no
1559,male,23.0,crew,S,England,,,,,no
1560,male,23.0,crew,S,England,,,,,no
1561,male,39.0,crew,S,England,,,,,no
1562,male,39.0,crew,S,Wales,,,,,no
1563,male,48.0,crew,S,England,,,,,no
1564,male,23.0,crew,S,England,,,,,no
1565,male,29.0,crew,S,England,,,,,yes
1566,male,34.0,crew,S,England,,,,,no
1567,male,18.0,crew,B,Northern Ireland,,,,,no
1568,male,43.0,crew,B,England,,,,,yes
1569,male,25.0,crew,S,England,,,,,yes
1570,male,27.0,crew,S,England,,,,,yes
1571,male,27.0,crew,B,England,,,,,no
1572,male,33.0,crew,S,England,,,,,no
1573,male,38.0,crew,B,England,,,,,no
1574,male,22.0,crew,B,England,,,,,no
1575,male,39.0,crew,B,England,,,,,no
1576,male,37.0,crew,B,England,,,,,yes
1577,male,30.0,crew,S,England,,,,,no
1578,male,29.0,crew,B,England,,,,,no
1579,male,42.0,crew,S,England,,,,,no
1580,male,33.0,crew,S,England,,,,,no
1581,male,39.0,crew,S,England,,,,,no
1582,male,30.0,crew,S,England,,,,,no
1583,male,19.0,crew,S,England,,,,,no
1584,male,23.0,crew,S,England,,,,,no
1585,male,21.0,crew,S,England,,,,,yes
1586,male,29.0,crew,B,England,,,,,no
1587,male,52.0,crew,S,England,,,,,yes
1588,male,24.0,crew,B,England,,,,,yes
1589,male,26.0,crew,B,England,,,,,no
